year,country,oil production - TWh,gas production - TWh,oil consumption - TWh,gas consumption - TWh,co2,gas_co2,oil_co2,population,gdp,co2_growth_abs,co2_growth_prct,co2_per_unit_energy,total_ghg,cumulative_oil_co2,methane
2011,Ukraine,,195.44333,161.0955,561.26904,308.376,104.231,39.774,46307852.0,471221174272.0,14.011,4.76,0.209,405.589,6385.491,70.889
2012,Ukraine,,193.92908,159.76318,518.38715,304.424,97.27,38.465,46210051.0,472276729856.0,-3.952,-1.282,0.211,409.418,6423.957,70.879
2013,Ukraine,,201.58554,151.43329,476.99115,297.479,90.477,37.34,46126762.0,472286167040.0,-6.945,-2.281,0.217,400.642,6461.297,72.614
2014,Ukraine,,202.19125,133.5871,403.17108,257.639,75.185,35.341,45972378.0,441233309696.0,-39.84,-13.393,0.213,354.97,6496.638,67.333
2015,Ukraine,,188.3358,119.473564,319.88693,223.788,65.487,30.489,45784903.0,398045413376.0,-33.851,-13.139,0.223,312.215,6527.127,57.292
2016,Ukraine,,190.22862,125.16151,314.20847,233.961,64.067,34.124,45616831.0,407666196480.0,10.173,4.546,0.223,324.641,6561.251,60.375
2017,Ukraine,,194.01427,125.789345,301.90512,223.081,66.621,35.342,45436036.0,417287110656.0,-10.88,-4.65,0.229,307.026,6596.593,55.147
2018,Ukraine,,196.8535,130.70653,305.69077,231.664,66.949,35.214,45208903.0,431842099200.0,8.583,3.847,0.229,316.052,6631.808,55.972
2019,Ukraine,,194.01427,128.96898,282.9769,221.943,60.388,38.481,44957450.0,445656694784.0,-9.721,-4.196,0.232,307.077,6670.289,56.598
2020,Ukraine,,191.17503,121.78443,293.38742,206.824,60.606,34.915,44680009.0,428931219456.0,-15.119,-6.812,0.225,292.397,6705.203,58.014
2021,Ukraine,,187.38939,123.14044,272.56638,210.153,59.839,37.046,44298641.0,443313258496.0,3.329,1.61,0.225,292.236,6742.249,54.035
2022,Ukraine,,175.4646,107.29504,182.65732,141.126,40.1,32.279,41048767.0,309166669824.0,-69.027,-32.846,0.218,219.192,6774.528,51.662
2023,Ukraine,,176.97885,109.06072,187.38939,136.461,41.139,32.81,37732832.0,,-4.666,-3.306,0.221,214.935,6807.338,51.902
1965,United Arab Emirates,158.93922,,0.85453314,0.0,0.022,0.0,0.022,167119.0,5997095424.0,0.004,20.0,0.026,0.386,0.114,0.22
1966,United Arab Emirates,202.75732,,0.9120412,0.0,0.026,0.0,0.026,173989.0,6609458176.0,0.004,16.667,0.028,0.386,0.139,0.23
1967,United Arab Emirates,215.20438,,0.98025596,4.4265003,0.916,0.869,0.047,179708.0,7284736000.0,0.89,3471.429,0.169,1.268,0.187,0.237
1968,United Arab Emirates,280.45877,,1.094713,5.85,1.242,1.15,0.092,199431.0,8028547072.0,0.326,35.6,0.179,1.596,0.278,0.248
1969,United Arab Emirates,353.58624,,1.2164251,5.7525,20.507,1.132,0.139,239675.0,8853531648.0,19.265,1551.032,2.943,20.854,0.418,0.261
1970,United Arab Emirates,439.08228,8.12175,1.4155911,8.19,15.235,0.44,0.539,286550.0,9759055872.0,-5.272,-25.71,1.586,24.796,0.956,9.562
1971,United Arab Emirates,596.7261,14.34225,1.6705306,12.9675,21.167,1.107,0.59,335042.0,11392897024.0,5.932,38.937,1.446,30.784,1.546,9.613
1972,United Arab Emirates,679.2343,14.55675,2.1951501,13.455,23.435,1.308,0.81,385025.0,13298290688.0,2.268,10.715,1.497,34.272,2.356,10.839
1973,United Arab Emirates,863.18304,16.921125,3.425611,16.8675,30.605,1.63,1.18,436407.0,15523947520.0,7.17,30.597,1.508,44.337,3.536,13.725
1974,United Arab Emirates,945.41235,16.9455,4.745511,17.55,31.302,1.795,1.715,489098.0,20552257536.0,0.696,2.275,1.404,46.243,5.25,14.957
1975,United Arab Emirates,937.07684,16.185,7.674208,16.185,31.045,1.521,2.503,542867.0,21211678720.0,-0.256,-0.819,1.301,46.302,7.753,15.299
1976,United Arab Emirates,1093.5983,18.915,11.275236,18.915,39.617,1.685,4.338,615870.0,24401131520.0,8.572,27.611,1.312,57.095,12.09,17.521
1977,United Arab Emirates,1125.703,38.024998,16.6765,32.955,38.751,1.114,7.541,710217.0,28656111616.0,-0.866,-2.185,0.781,57.482,19.632,18.797
1978,United Arab Emirates,1030.9652,55.6725,18.40331,39.0975,44.754,1.279,8.435,809285.0,27984656384.0,6.002,15.489,0.778,62.904,28.066,18.188
1979,United Arab Emirates,1031.0718,59.5725,25.050383,42.51,36.546,7.171,9.267,912016.0,34949636096.0,-8.207,-18.338,0.541,54.959,37.333,18.498
1980,United Arab Emirates,974.6628,73.32,60.186417,47.97,36.823,8.774,9.013,1015709.0,44180586496.0,0.277,0.758,0.34,54.843,46.346,18.057
1981,United Arab Emirates,861.628,86.385,65.38087,60.5475,36.767,11.148,13.097,1099863.0,45416116224.0,-0.056,-0.153,0.292,53.584,59.443,16.854
1982,United Arab Emirates,749.46564,92.625,72.39598,63.57,36.753,11.677,14.191,1166384.0,41674108928.0,-0.014,-0.039,0.27,51.941,73.634,15.232
1983,United Arab Emirates,705.9224,81.509995,72.50278,58.0125,35.22,10.681,14.081,1235309.0,39582306304.0,-1.532,-4.169,0.27,49.265,87.715,14.126
1984,United Arab Emirates,676.1817,107.25,82.79179,79.755,46.156,14.733,16.162,1306007.0,41273712640.0,10.935,31.048,0.284,61.037,103.877,14.938
1985,United Arab Emirates,650.8159,128.9925,102.96353,98.67,49.653,18.407,17.707,1377918.0,40307253248.0,3.497,7.576,0.246,65.539,121.584,15.953
1986,United Arab Emirates,751.5359,148.395,124.55972,119.8275,47.03,22.118,16.652,1467383.0,31750852608.0,-2.622,-5.282,0.192,64.918,138.235,18.022
1987,United Arab Emirates,793.14496,164.6775,136.3821,136.69499,47.45,25.124,16.213,1574258.0,32884649984.0,0.42,0.894,0.174,67.499,154.448,20.178
1988,United Arab Emirates,837.8947,169.26001,163.62752,138.255,48.096,25.56,18.302,1681795.0,32803829760.0,0.645,1.36,0.159,68.809,172.75,20.777
1989,United Arab Emirates,989.44775,198.705,171.78244,168.38249,54.186,31.06,19.522,1789858.0,36287311872.0,6.091,12.663,0.159,78.724,192.272,24.482
1990,United Arab Emirates,1083.3516,196.0725,180.0802,164.87251,51.704,30.701,17.624,1898221.0,40641368064.0,-2.482,-4.581,0.15,78.32,209.896,26.414
1991,United Arab Emirates,1242.6837,232.1475,222.32744,198.51001,56.673,36.798,17.437,2006631.0,,4.97,9.612,0.135,84.663,227.333,27.738
1992,United Arab Emirates,1368.6174,216.1575,223.88318,182.8125,57.757,34.004,20.575,2114740.0,,1.084,1.912,0.142,86.926,247.907,28.827
1993,United Arab Emirates,1330.0209,224.15251,231.98035,191.49,65.566,35.597,27.489,2222099.0,55149662208.0,7.809,13.52,0.155,98.22,275.397,32.335
1994,United Arab Emirates,1341.0413,251.745,243.25163,221.4225,75.011,41.266,28.563,2328192.0,64654417920.0,9.445,14.405,0.161,107.072,303.96,31.68
1995,United Arab Emirates,1330.6033,305.37,243.1685,241.7025,72.464,44.875,22.066,2434666.0,75243839488.0,-2.547,-3.396,0.149,106.328,326.026,33.408
1996,United Arab Emirates,1359.7686,329.55002,234.97542,264.7125,75.412,54.238,15.392,2597571.0,87750959104.0,2.949,4.069,0.151,111.449,341.418,35.524
1997,United Arab Emirates,1364.287,354.02252,238.7064,282.75,72.92,53.157,14.942,2817411.0,104923201536.0,-2.493,-3.305,0.14,108.618,356.36,34.35
1998,United Arab Emirates,1413.2999,361.4325,237.81038,296.3025,80.106,55.905,19.119,3040434.0,115962052608.0,7.187,9.856,0.15,115.148,375.479,33.051
1999,United Arab Emirates,1302.8959,375.2775,232.02397,306.345,77.316,56.982,15.309,3266012.0,131410911232.0,-2.79,-3.483,0.144,112.641,390.787,33.156
2000,United Arab Emirates,1413.3167,374.20502,229.3394,306.4425,111.813,60.331,46.617,3493584.0,160530694144.0,34.497,44.618,0.209,149.021,437.405,35.024
2001,United Arab Emirates,1377.1503,383.76,226.62102,314.73,101.418,61.929,34.955,3723596.0,177271832576.0,-10.395,-9.297,0.187,139.512,472.359,35.815
2002,United Arab Emirates,1267.8835,423.05252,235.30664,355.29,84.649,69.525,10.31,3956828.0,195394879488.0,-16.769,-16.534,0.143,120.66,482.669,34.354
2003,United Arab Emirates,1467.5858,436.7025,260.5353,369.33002,106.443,72.211,28.904,4192465.0,224547225600.0,21.794,25.746,0.169,144.306,511.573,36.387
2004,United Arab Emirates,1526.739,451.32748,281.55588,392.0475,111.703,77.073,29.278,4428966.0,252047949824.0,5.259,4.941,0.165,149.393,540.852,36.319
2005,United Arab Emirates,1588.1108,465.95248,292.91925,409.9875,114.399,78.226,30.43,4664796.0,262413271040.0,2.697,2.414,0.162,153.932,571.281,38.173
2006,United Arab Emirates,1693.9802,475.70248,315.25778,422.76,121.705,82.561,31.694,5009106.0,307378585600.0,7.306,6.386,0.164,163.065,602.975,40.009
2007,United Arab Emirates,1670.5735,490.3275,337.40207,479.38235,133.125,91.296,33.797,5624639.0,367816179712.0,11.419,9.383,0.163,174.785,636.771,40.177
2008,United Arab Emirates,1689.2214,489.84,354.68753,579.7211,153.684,107.805,35.069,6302669.0,464692477952.0,20.559,15.443,0.164,195.625,671.84,40.428
2009,United Arab Emirates,1498.1176,476.18997,346.49158,575.88074,168.013,113.47,45.082,6707063.0,480551534592.0,14.33,9.324,0.182,209.561,716.922,39.908
2010,United Arab Emirates,1561.2549,499.99948,372.0713,592.7165,184.842,116.869,57.387,6938372.0,490048913408.0,16.829,10.017,0.19,228.651,774.309,42.049
2011,United Arab Emirates,1737.4958,510.003,399.33887,616.36145,197.573,130.171,58.346,7199437.0,551070269440.0,12.731,6.887,0.194,243.8,832.654,44.443
2012,United Arab Emirates,1801.5312,529.425,418.64893,639.3075,207.392,132.61,62.535,7497124.0,577394900992.0,9.819,4.97,0.193,255.651,895.189,46.415
2013,United Arab Emirates,1879.6893,532.35004,464.9305,646.111,213.335,136.411,62.405,7831852.0,606587977728.0,5.943,2.866,0.188,263.195,957.594,47.841
2014,United Arab Emirates,1895.0093,528.88477,472.73764,638.6653,209.98,133.342,60.253,8236880.0,631858462720.0,-3.356,-1.573,0.186,259.397,1017.848,47.388
2015,United Arab Emirates,2036.3232,585.98737,489.71716,712.6106,225.684,134.155,76.063,8674629.0,674742730752.0,15.704,7.479,0.184,279.211,1093.911,51.485
2016,United Arab Emirates,2112.0898,595.2082,531.9051,715.36536,226.605,134.91,77.346,9030873.0,712265105408.0,0.921,0.408,0.178,281.606,1171.257,52.947
2017,United Arab Emirates,2034.374,527.33514,528.5774,656.5676,212.913,119.959,76.97,9234330.0,717500186624.0,-13.692,-6.042,0.175,264.41,1248.226,49.44
2018,United Arab Emirates,2046.3977,464.33398,526.05664,581.1663,209.702,117.578,76.567,9346870.0,726928195584.0,-3.211,-1.508,0.182,259.378,1324.794,47.688
2019,United Arab Emirates,2092.2188,537.1913,516.4725,670.18024,219.776,130.966,74.76,9377855.0,734982504448.0,10.073,4.804,0.18,272.555,1399.553,50.76
2020,United Arab Emirates,1941.3671,536.8787,465.21024,676.83344,217.38,132.351,69.942,9448529.0,698549469184.0,-2.396,-1.09,0.18,268.938,1469.495,49.474
2021,United Arab Emirates,1930.4508,531.226,514.36237,653.2422,216.232,124.622,74.911,9789054.0,725904654336.0,-1.148,-0.528,0.173,268.191,1544.406,49.762
2022,United Arab Emirates,2157.3184,541.8506,590.3025,664.2267,225.977,125.779,84.126,10242085.0,779701518336.0,9.746,4.507,0.167,280.134,1628.532,51.869
2023,United Arab Emirates,2096.1228,552.68756,610.67566,670.09985,229.384,127.187,85.996,10642089.0,,3.406,1.507,0.161,283.849,1714.527,52.119
1965,United Kingdom,0.97692,,885.71954,8.59457,622.112,1.685,189.773,54359022.0,844870778880.0,14.246,2.344,0.269,852.367,2553.022,167.42
1966,United Kingdom,0.90714,,948.91583,8.38523,618.075,1.649,204.792,54676346.0,861009739776.0,-4.037,-0.649,0.266,846.905,2757.814,165.172
1967,United Kingdom,1.0350701,,1019.7785,14.10719,592.057,2.777,212.115,54973659.0,880333291520.0,-26.018,-4.209,0.254,817.188,2969.929,160.448
1968,United Kingdom,0.97692,,1079.4958,31.85457,606.488,6.265,220.842,55240654.0,916165885952.0,14.431,2.437,0.252,831.634,3190.771,161.673
1969,United Kingdom,0.98855,,1160.3402,62.06931,628.383,12.252,238.096,55456208.0,932854038528.0,21.894,3.61,0.251,851.749,3428.867,162.892
1970,United Kingdom,1.81428,109.496445,1228.7844,118.2771,652.577,23.105,265.175,55663801.0,954756366336.0,24.195,3.85,0.256,874.284,3694.042,162.787
1971,United Kingdom,2.46556,181.96298,1235.2861,190.70874,660.388,37.226,269.542,55890372.0,975018065920.0,7.811,1.197,0.264,881.532,3963.584,162.103
1972,United Kingdom,3.87279,262.55887,1309.8104,270.6301,648.026,52.659,289.348,56079239.0,1009534173184.0,-12.362,-1.872,0.255,857.643,4252.932,151.235
1973,United Kingdom,4.32636,285.07455,1344.5009,292.8085,659.577,56.994,291.911,56188788.0,1077433270272.0,11.551,1.782,0.247,876.955,4544.843,158.027
1974,United Kingdom,4.7683,343.80606,1248.8663,350.22583,617.184,68.161,271.425,56224550.0,1062802292736.0,-42.393,-6.427,0.244,831.715,4816.268,150.358
1975,United Kingdom,18.23584,358.0063,1092.2395,366.97302,603.247,71.382,241.395,56220138.0,1061564055552.0,-13.937,-2.258,0.253,825.625,5057.664,154.922
1976,United Kingdom,141.52547,379.12637,1085.8422,389.24445,598.526,74.038,235.797,56201144.0,1085394059264.0,-4.721,-0.783,0.246,825.32,5293.46,151.703
1977,United Kingdom,445.02194,396.12943,1094.9343,413.714,604.362,79.01,240.24,56175831.0,1108973453312.0,5.836,0.975,0.243,824.218,5533.7,148.063
1978,United Kingdom,628.0898,379.33572,1123.2587,429.13538,604.714,81.524,247.568,56175552.0,1148502802432.0,0.352,0.058,0.242,824.845,5781.268,147.039
1979,United Kingdom,905.44196,383.0457,1133.3358,470.16602,644.513,89.193,253.264,56218759.0,1180113305600.0,39.799,6.582,0.247,869.577,6034.532,149.405
1980,United Kingdom,935.83124,364.14694,969.12396,468.7704,579.035,88.423,214.531,56282102.0,1160744140800.0,-65.477,-10.159,0.243,793.882,6249.063,149.383
1981,United Kingdom,1040.6525,363.33282,897.2701,475.1204,560.555,89.607,195.249,56304591.0,1145637961728.0,-18.481,-3.192,0.242,776.137,6444.312,148.665
1982,United Kingdom,1200.437,369.28738,907.5991,472.7479,548.24,93.314,196.245,56292761.0,1163414863872.0,-12.314,-2.197,0.24,761.063,6640.557,147.144
1983,United Kingdom,1336.9847,380.7778,872.7711,492.78638,545.485,97.169,187.284,56332059.0,1204671086592.0,-2.755,-0.503,0.238,758.613,6827.84,145.9
1984,United Kingdom,1466.136,372.2414,1072.8423,504.17215,529.108,99.61,238.803,56451312.0,1234772426752.0,-16.377,-3.002,0.231,716.426,7066.644,118.225
1985,United Kingdom,1484.116,415.31894,932.16473,542.22546,559.627,107.941,205.725,56606416.0,1278428446720.0,30.519,5.768,0.234,760.743,7272.369,134.835
1986,United Kingdom,1477.8009,436.64838,934.29486,551.25037,568.554,108.267,201.314,56751925.0,1334598565888.0,8.927,1.595,0.231,778.645,7473.683,143.336
1987,United Kingdom,1434.5721,457.1404,908.56946,566.16003,571.668,107.509,193.727,56886020.0,1398100983808.0,3.114,0.548,0.233,782.891,7667.409,140.241
1988,United Kingdom,1331.1582,440.2304,966.5029,539.2831,570.294,105.863,206.463,57026540.0,1467801403392.0,-1.374,-0.24,0.229,771.51,7873.872,138.28
1989,United Kingdom,1066.5873,431.1125,987.9981,527.0251,581.576,104.71,222.613,57182137.0,1499837497344.0,11.282,1.978,0.234,780.027,8096.484,134.878
1990,United Kingdom,1065.3545,476.03915,1000.7211,548.7383,601.945,113.518,217.8,57367867.0,1505692221440.0,20.369,3.502,0.24,803.556,8314.284,139.788
1991,United Kingdom,1061.3539,530.02563,996.0563,592.7695,609.413,121.693,218.39,57555199.0,1488075358208.0,7.468,1.241,0.238,812.111,8532.674,143.005
1992,United Kingdom,1096.1392,538.9924,1007.1835,589.92017,593.846,122.296,218.447,57719272.0,1491752058880.0,-15.567,-2.554,0.233,779.766,8751.121,138.337
1993,United Kingdom,1165.1981,633.69543,1012.2387,672.27216,579.613,137.591,219.163,57861036.0,1527509024768.0,-14.233,-2.397,0.225,758.459,8970.284,134.762
1994,United Kingdom,1471.6835,676.54034,1001.6665,692.2525,574.017,145.455,215.736,58003200.0,1585373249536.0,-5.596,-0.965,0.226,750.514,9186.021,129.788
1995,United Kingdom,1510.6672,740.4534,989.9536,738.0863,566.159,154.254,211.595,58154632.0,1623858085888.0,-7.858,-1.369,0.222,750.881,9397.615,133.805
1996,United Kingdom,1508.8878,880.6077,1014.60156,859.84076,586.761,177.543,216.892,58298563.0,1663446679552.0,20.602,3.639,0.219,776.404,9614.508,133.327
1997,United Kingdom,1487.2793,898.50867,985.44324,884.1824,562.708,182.887,207.743,58447090.0,1713864572928.0,-24.053,-4.099,0.214,744.276,9822.251,131.297
1998,United Kingdom,1542.5217,943.97314,975.0302,919.4049,568.544,191.361,204.934,58626822.0,1766619873280.0,5.836,1.037,0.214,737.037,10027.186,123.523
1999,United Kingdom,1594.4613,1037.367,962.24396,978.8769,561.65,205.231,201.663,58838660.0,1823341936640.0,-6.894,-1.213,0.213,712.124,10228.849,116.234
2000,United Kingdom,1468.2295,1134.5905,951.9543,1013.4171,569.034,210.131,198.238,59057336.0,1889565278208.0,7.384,1.315,0.214,714.314,10427.086,110.628
2001,United Kingdom,1356.9696,1108.1367,947.54913,1008.5319,577.971,210.16,198.651,59288095.0,1939268304896.0,8.937,1.571,0.215,719.587,10625.736,107.047
2002,United Kingdom,1348.4318,1084.8645,940.2433,995.3415,560.273,207.03,196.13,59540763.0,1983994265600.0,-17.697,-3.062,0.213,696.095,10821.867,102.179
2003,United Kingdom,1233.6282,1078.061,947.68243,998.0919,571.619,208.462,194.397,59820385.0,2050625372160.0,11.346,2.025,0.214,705.014,11016.265,97.367
2004,United Kingdom,1109.1997,1009.1314,973.8138,1019.8791,573.43,211.734,197.952,60169964.0,2099526631424.0,1.811,0.317,0.213,705.418,11214.217,92.328
2005,United Kingdom,985.30664,923.39026,1001.7658,993.86554,570.338,205.438,200.448,60596108.0,2161729470464.0,-3.091,-0.539,0.21,710.881,11414.664,85.263
2006,United Kingdom,890.6003,837.4842,991.9008,942.6024,567.846,194.126,197.183,61051093.0,2212618829824.0,-2.493,-0.437,0.212,696.889,11611.848,78.925
2007,United Kingdom,890.5683,754.9284,964.1758,953.0055,559.566,196.52,196.16,61535860.0,2267631583232.0,-8.279,-1.458,0.215,678.446,11808.008,73.633
2008,United Kingdom,834.9041,727.7056,944.1476,978.3256,544.932,202.655,188.8,62027303.0,2252034801664.0,-14.634,-2.615,0.213,655.32,11996.808,68.297
2009,United Kingdom,793.149,612.0575,903.338,912.23694,494.108,188.07,180.264,62506221.0,2151479246848.0,-50.825,-9.327,0.203,596.275,12177.071,64.284
2010,United Kingdom,732.2435,579.00934,891.57886,984.92847,511.905,201.927,179.848,63006484.0,2190919860224.0,17.797,3.602,0.206,610.291,12356.92,59.143
2011,United Kingdom,604.4393,460.82526,868.94165,819.1853,469.713,168.236,172.06,63509285.0,2223011266560.0,-42.191,-8.242,0.201,566.245,12528.979,56.045
2012,United Kingdom,518.2424,391.92386,849.1105,768.9875,487.477,158.24,170.288,63960487.0,2255210414080.0,17.763,3.782,0.205,584.074,12699.268,54.48
2013,United Kingdom,472.7175,369.8038,840.3036,763.2576,477.611,157.622,165.756,64389386.0,2296252465152.0,-9.866,-2.024,0.201,570.685,12865.024,52.139
2014,United Kingdom,464.36172,374.31516,838.9754,700.55524,438.807,144.492,166.511,64865914.0,2369725399040.0,-38.804,-8.125,0.195,530.489,13031.535,51.119
