year,country,oil production - TWh,gas production - TWh,oil consumption - TWh,gas consumption - TWh,co2,gas_co2,oil_co2,population,gdp,co2_growth_abs,co2_growth_prct,co2_per_unit_energy,total_ghg,cumulative_oil_co2,methane
1969,Asia,8000.2954,,3828.2593,183.46782,2289.412,102.214,874.554,2085428644.0,,273.416,13.562,0.317,7585.297,9147.392,2291.673
1970,Asia,9110.328,237.09212,4448.1787,218.32819,2697.75,104.99,1067.3,2136911800.0,,408.339,17.836,0.327,7636.5,10214.692,2408.212
1971,Asia,10643.599,316.13116,4877.737,249.00731,2953.393,112.29,1186.117,2187672734.0,,255.643,9.476,0.328,7745.402,11400.81,2432.669
1972,Asia,11943.729,371.76852,5359.248,276.8038,3129.125,120.252,1298.602,2237825637.0,,175.732,5.95,0.324,8412.829,12699.411,2474.027
1973,Asia,14014.748,440.78723,6035.336,338.35263,3351.564,135.454,1411.297,2288852578.0,,222.439,7.109,0.322,8635.139,14110.709,2566.754
1974,Asia,14524.374,502.93103,5968.0273,400.50275,3411.199,151.909,1434.437,2339398093.0,,59.635,1.779,0.322,8604.071,15545.146,2574.521
1975,Asia,13329.333,559.6486,6064.072,459.15326,3577.897,166.939,1463.916,2388510796.0,,166.698,4.887,0.322,8764.235,17009.062,2646.297
1976,Asia,15197.327,614.50006,6553.718,511.22635,3803.975,181.43,1609.993,2436467523.0,,226.078,6.319,0.323,8889.574,18619.055,2649.025
1977,Asia,15469.906,731.0305,6917.457,619.9248,4048.552,194.052,1730.51,2484229194.0,,244.578,6.43,0.324,9550.536,20349.564,2702.01
1978,Asia,14973.695,808.8896,7268.8726,733.8824,4230.989,212.993,1796.883,2531837751.0,,182.436,4.506,0.319,9890.712,22146.447,2748.621
1979,Asia,15331.503,944.5658,7446.092,894.37683,4405.182,243.542,1896.071,2580755579.0,,174.193,4.117,0.317,9544.539,24042.518,2774.131
1980,Asia,13456.259,949.55444,7003.635,932.26636,4399.586,279.138,1835.962,2631643578.0,,-5.596,-0.127,0.304,9480.625,25878.48,2714.465
1981,Asia,11841.785,972.2466,6928.203,957.2912,4373.089,300.506,1797.485,2683999130.0,,-26.498,-0.602,0.298,9389.45,27675.965,2668.336
1982,Asia,10184.702,1047.4745,6931.045,1022.44794,4522.608,284.612,1811.019,2738669561.0,,149.519,3.419,0.301,9453.668,29486.982,2687.026
1983,Asia,9447.745,1137.5906,7244.8315,1100.335,4704.945,291.113,1878.582,2794057024.0,,182.337,4.032,0.296,9765.887,31365.564,2745.021
1984,Asia,9336.171,1393.813,7399.0015,1352.9961,4979.162,374.509,1886.391,2849479890.0,,274.217,5.828,0.294,10684.775,33251.957,2823.625
1985,Asia,9541.106,2808.8105,8200.466,2157.7676,5269.918,415.55,1906.021,2906232637.0,,290.757,5.839,0.27,11003.633,35157.977,2870.044
1986,Asia,11060.38,3070.813,8378.057,2427.471,5495.256,450.516,1966.446,2964898212.0,,225.338,4.276,0.27,11696.448,37124.422,2962.155
1987,Asia,11054.437,3242.467,8769.788,2586.5627,5730.537,494.055,1972.16,3025641761.0,,235.28,4.282,0.264,11758.194,39096.582,3023.723
1988,Asia,12359.029,3410.8333,9369.528,2777.177,6189.667,525.505,2138.748,3086642984.0,,459.13,8.012,0.267,12247.008,41235.328,3137.122
1989,Asia,13087.647,3568.1833,9777.934,3012.6265,6405.749,567.518,2256.0,3147693774.0,,216.082,3.491,0.264,12444.812,43491.332,3242.167
1990,Asia,13749.835,3607.233,10285.836,3132.3713,6584.308,617.841,2311.384,3209094416.0,,178.559,2.787,0.262,12460.367,45802.715,3217.826
1991,Asia,13714.863,3754.576,10685.878,3316.2598,7361.138,652.558,2888.34,3268207591.0,,776.83,11.798,0.28,13137.569,48691.051,3207.641
1992,Asia,14737.893,3644.5137,11305.446,3529.3784,7209.855,705.727,2614.918,3324812376.0,,-151.282,-2.055,0.259,13196.21,51305.973,3236.922
1993,Asia,15144.8,3738.7217,11764.931,3513.7244,7540.911,760.591,2720.969,3380039932.0,,331.055,4.592,0.259,13375.746,54026.941,3279.457
1994,Asia,15453.292,3771.8152,12373.638,3796.9954,7895.757,812.105,2805.417,3433680246.0,,354.846,4.706,0.258,14050.763,56832.359,3314.684
1995,Asia,15635.969,4008.082,12971.222,4033.9558,8265.562,869.84,2871.475,3486817941.0,,369.805,4.684,0.259,14345.669,59703.832,3395.479
1996,Asia,16008.615,4336.9854,13536.183,4316.742,8605.014,912.617,2978.798,3539849815.0,,339.452,4.107,0.258,14950.071,62682.633,3451.89
1997,Asia,16434.533,4456.516,14186.285,4538.376,8723.257,963.935,3013.751,3592367924.0,,118.243,1.374,0.254,16711.535,65696.383,3476.455
1998,Asia,17334.137,4609.0977,13918.754,4738.891,8481.06,964.985,2978.127,3644341777.0,,-242.198,-2.776,0.247,14881.264,68674.508,3447.606
1999,Asia,16916.264,5013.7495,14333.619,5115.054,8971.64,1060.526,3151.198,3695620593.0,,490.58,5.784,0.253,15374.812,71825.711,3503.017
2000,Asia,17903.486,5574.389,14925.476,5395.2324,9336.837,1093.888,3293.393,3746832774.0,,365.197,4.071,0.253,15433.871,75119.102,3591.116
2001,Asia,17702.648,5866.365,15062.202,5743.8105,9521.609,1141.713,3316.959,3797954098.0,,184.773,1.979,0.25,15416.637,78436.055,3604.779
2002,Asia,16786.79,6317.118,15434.177,6092.3145,10040.597,1199.509,3303.82,3847359676.0,,518.987,5.451,0.251,16106.944,81739.883,3620.08
2003,Asia,17903.973,6702.578,16057.086,6501.5645,11046.249,1297.783,3420.145,3895799452.0,,1005.653,10.016,0.256,17007.408,85160.023,3774.898
2004,Asia,19027.342,7218.8433,17079.238,7001.473,11699.782,1393.067,3622.259,3944378409.0,,653.533,5.916,0.247,17903.355,88782.281,3905.275
2005,Asia,19546.465,7801.1733,17395.297,7522.11,12552.623,1475.531,3637.764,3992890562.0,,852.84,7.289,0.246,18828.33,92420.047,4057.016
2006,Asia,19877.346,8204.316,17868.775,7987.729,13404.329,1619.938,3672.738,4041771421.0,,851.706,6.785,0.249,20399.996,96092.781,4201.485
2007,Asia,19800.773,8808.448,18382.0,8628.25,14136.139,1716.116,3692.273,4090564354.0,,731.81,5.459,0.247,20662.588,99785.055,4273.288
2008,Asia,20569.35,9408.92,18597.172,9204.166,14858.406,1833.87,3757.875,4139267473.0,,722.267,5.109,0.251,21550.27,103542.93,4356.629
2009,Asia,19620.28,9494.53,18687.225,9460.219,15394.146,1870.352,3796.977,4188829442.0,,535.739,3.606,0.255,22523.721,107339.914,4407.669
2010,Asia,20182.719,10474.076,19837.582,10398.478,16554.266,2049.588,4016.96,4238694946.0,,1160.12,7.536,0.258,23679.588,111356.867,4551.954
2011,Asia,21355.156,11230.192,20370.314,11160.83,17787.42,2243.162,4076.722,4288349990.0,,1233.155,7.449,0.264,25239.441,115433.594,4764.205
2012,Asia,21646.46,11672.042,21265.395,11782.745,18455.439,2318.638,4289.011,4338443549.0,,668.019,3.756,0.264,25945.059,119722.609,4808.679
2013,Asia,21414.438,11827.102,21675.94,12040.942,18692.012,2346.262,4317.828,4387757389.0,,236.573,1.282,0.261,26124.465,124040.43,4842.457
2014,Asia,21527.734,12329.38,22036.23,12562.042,18940.043,2464.328,4270.557,4435744582.0,,248.031,1.327,0.257,26849.172,128310.984,4899.961
2015,Asia,22421.78,12629.982,22830.945,13010.474,19047.488,2544.109,4423.96,4482088478.0,,107.444,0.567,0.254,27212.023,132734.953,4915.918
2016,Asia,23258.436,12853.8,23681.215,13352.568,19192.705,2642.909,4538.442,4527178156.0,,145.218,0.762,0.252,26433.533,137273.391,4965.502
2017,Asia,22911.068,13053.877,24337.588,14003.046,19737.521,2763.431,4659.005,4571224662.0,,544.817,2.839,0.25,26914.662,141932.391,5047.63
2018,Asia,23034.777,13334.577,24807.426,14590.59,20335.523,2879.167,4753.197,4612352863.0,,598.002,3.03,0.248,27544.098,146685.594,5144.913
2019,Asia,22079.412,13597.094,25046.203,14958.739,20889.145,2987.138,4856.26,4651098712.0,,553.622,2.722,0.248,28260.096,151541.859,5178.347
2020,Asia,20574.926,13499.89,23627.764,15378.92,20634.852,3050.293,4519.256,4686811205.0,,-254.294,-1.217,0.246,27640.48,156061.109,5167.343
2021,Asia,20680.746,14103.571,24458.723,16204.585,21640.396,3224.69,4644.528,4716999175.0,,1005.545,4.873,0.245,28700.008,160705.641,5277.003
2022,Asia,22101.809,14260.147,25288.162,16119.678,21815.756,3213.762,4759.559,4746329726.0,,175.36,0.81,0.245,29060.857,165465.188,5454.076
2023,Asia,21801.35,14462.999,26503.283,16356.07,22600.221,3277.03,4960.211,4776659632.0,,784.464,3.596,0.244,29987.09,170425.406,5459.43
1965,Australia,4.0263753,,200.01936,0.029475,113.605,0.007,47.907,11357478.0,185112117248.0,10.06,9.716,0.267,451.904,528.156,131.648
1966,Australia,5.1767683,,214.04755,0.039300002,115.736,0.007,46.994,11592486.0,190257577984.0,2.131,1.876,0.259,428.85,575.151,127.951
1967,Australia,12.079125,,234.38777,0.039300002,122.281,0.007,51.842,11810519.0,203110694912.0,6.544,5.655,0.258,552.306,626.992,132.052
1968,Australia,22.494122,,255.28499,0.30457503,128.768,0.011,55.96,12030011.0,215046504448.0,6.487,5.305,0.257,443.974,682.953,135.577
1969,Australia,25.883842,,262.44812,4.1265,136.414,0.487,61.53,12272387.0,228127293440.0,7.645,5.937,0.261,419.513,744.482,141.007
1970,Australia,101.23458,17.303974,290.1954,17.303974,147.861,2.755,68.204,12599414.0,242644631552.0,11.447,8.392,0.259,392.569,812.686,138.907
1971,Australia,177.42035,25.82668,305.54456,25.82668,151.116,4.1,71.954,12997962.0,253439754240.0,3.255,2.201,0.252,394.612,884.64,136.082
1972,Australia,189.33647,37.074265,311.03336,37.074265,153.598,5.844,71.318,13304896.0,260535648256.0,2.482,1.643,0.245,399.538,955.957,157.311
1973,Australia,237.18723,47.068798,331.89297,47.068798,170.144,6.485,82.037,13518687.0,274659475456.0,16.546,10.772,0.254,400.732,1037.994,141.193
1974,Australia,234.67719,53.70199,351.73517,53.70199,166.183,7.709,76.71,13719499.0,281474170880.0,-3.961,-2.328,0.233,395.247,1114.704,147.858
1975,Australia,251.46202,57.669968,348.1045,57.669968,173.102,8.369,77.93,13893985.0,289102987264.0,6.919,4.163,0.239,451.337,1192.633,154.46
1976,Australia,257.49902,68.07722,355.82147,68.07722,169.803,9.259,73.452,14046757.0,300755714048.0,-3.298,-1.906,0.227,472.007,1266.086,167.974
1977,Australia,272.4299,77.76844,372.60077,77.76844,181.915,11.051,77.898,14203512.0,303887974400.0,12.112,7.133,0.231,532.306,1343.984,163.804
1978,Australia,269.70963,83.72538,380.9467,83.72538,191.052,13.802,81.48,14367097.0,312728256512.0,9.137,5.023,0.236,490.103,1425.464,143.772
1979,Australia,270.70334,96.37518,385.9148,96.37518,192.322,15.286,79.688,14533034.0,329194274816.0,1.27,0.665,0.229,513.009,1505.152,157.4
1980,Australia,253.9847,110.665886,367.7676,110.665886,204.37,17.671,82.222,14721343.0,335756460032.0,12.048,6.265,0.242,526.375,1587.375,160.854
1981,Australia,247.38208,119.94439,362.41833,119.94439,213.81,20.361,85.675,14949209.0,348726755328.0,9.44,4.619,0.249,519.801,1673.05,137.701
1982,Australia,243.93091,116.980835,356.84918,116.980835,218.001,22.53,85.063,15192485.0,348301459456.0,4.191,1.96,0.256,516.553,1758.113,154.946
1983,Australia,237.44705,127.07482,340.71588,127.07482,207.645,22.79,76.889,15414891.0,348353560576.0,-10.356,-4.75,0.247,558.091,1835.002,139.737
1984,Australia,307.9994,125.31727,349.9143,125.31727,217.516,24.05,81.407,15620650.0,372379582464.0,9.871,4.754,0.25,508.081,1916.409,143.298
1985,Australia,356.84106,133.95262,351.52405,133.95262,224.556,30.147,71.91,15835742.0,391229276160.0,7.04,3.236,0.251,530.587,1988.319,164.234
1986,Australia,318.80838,146.32928,345.65332,146.32928,224.04,28.092,73.947,16069630.0,399344402432.0,-0.516,-0.23,0.246,480.433,2062.266,153.657
1987,Australia,338.87204,149.39459,353.0262,149.39459,234.6,28.972,76.352,16322272.0,419094036480.0,10.56,4.713,0.25,452.441,2138.617,142.504
1988,Australia,321.6083,152.99338,369.83667,152.99341,240.737,29.686,77.208,16594102.0,437912797184.0,6.137,2.616,0.245,454.04,2215.825,140.107
1989,Australia,303.33276,177.07565,384.1453,166.87564,256.837,30.345,81.436,16869361.0,457176154112.0,16.1,6.688,0.249,479.129,2297.261,147.204
1990,Australia,352.09924,206.11147,392.90448,167.75948,278.16,34.455,88.777,17126301.0,464136601600.0,21.324,8.302,0.265,532.292,2386.038,158.576
1991,Australia,332.76974,215.765,381.25476,160.82101,279.534,32.786,88.177,17353191.0,461302104064.0,1.374,0.494,0.268,513.691,2474.215,159.446
1992,Australia,327.94684,233.33595,388.77893,166.36958,284.529,33.97,87.849,17549282.0,478633754624.0,4.995,1.787,0.268,557.035,2562.064,157.682
1993,Australia,305.8865,243.83902,402.41638,172.49344,288.874,35.67,90.318,17722905.0,501524758528.0,4.345,1.527,0.266,566.656,2652.382,155.667
1994,Australia,329.3391,279.91214,415.6745,191.56656,293.701,37.032,91.854,17897430.0,527993241600.0,4.827,1.671,0.261,557.506,2744.236,154.743
1995,Australia,310.114,295.9597,427.7775,193.4157,305.056,39.847,96.068,18095338.0,549038784512.0,11.355,3.866,0.264,645.68,2840.304,154.361
1996,Australia,326.40598,296.33704,439.01538,194.82664,311.941,39.781,98.664,18305299.0,574765662208.0,6.885,2.257,0.263,649.001,2938.968,148.104
1997,Australia,346.43536,296.37646,446.05786,191.30505,320.333,41.09,98.381,18504909.0,601472761856.0,8.392,2.69,0.263,629.577,3037.349,149.195
1998,Australia,328.0255,302.7371,445.97025,196.9532,334.136,43.506,99.142,18701707.0,634847035392.0,13.803,4.309,0.268,680.273,3136.491,152.491
1999,Australia,319.49728,307.1253,456.154,201.74052,343.959,45.564,100.809,18909979.0,664520753152.0,9.824,2.94,0.265,696.619,3237.3,168.302
2000,Australia,431.37653,311.92328,455.9816,205.5508,350.008,46.61,102.65,19132473.0,692059308032.0,6.048,1.758,0.268,745.01,3339.95,179.324
2001,Australia,399.1475,326.41318,457.08533,221.69319,357.784,49.326,103.174,19365437.0,713890070528.0,7.776,2.222,0.272,726.142,3443.124,191.321
2002,Australia,396.66782,330.01163,461.9748,228.14816,362.537,50.589,105.452,19595357.0,747065704448.0,4.753,1.328,0.27,694.026,3548.576,184.513
2003,Australia,343.3505,337.45227,460.25992,229.9429,369.63,49.912,109.666,19819450.0,774451036160.0,7.093,1.957,0.272,702.678,3658.242,141.664
2004,Australia,299.8592,359.30313,471.29572,234.53601,383.159,52.83,113.748,20046680.0,809792438272.0,13.529,3.66,0.273,735.504,3771.99,163.285
2005,Australia,294.55624,382.3528,478.7019,232.58983,386.176,54.458,116.504,20294490.0,840092352512.0,3.017,0.787,0.274,632.909,3888.494,143.842
2006,Australia,268.95715,406.82227,493.64178,259.43063,392.36,55.777,117.364,20590565.0,866678669312.0,6.184,1.601,0.267,664.152,4005.858,162.956
2007,Australia,286.4461,427.51187,506.2703,290.19815,399.475,61.006,119.32,20954545.0,911250751488.0,7.115,1.813,0.265,693.954,4125.178,160.142
2008,Australia,285.7068,416.829,512.7159,285.34958,404.84,61.744,122.931,21370595.0,937889628160.0,5.365,1.343,0.264,753.943,4248.109,141.992
2009,Australia,280.429,466.97592,504.14078,291.36435,407.094,63.087,122.373,21783014.0,963129966592.0,2.253,0.557,0.27,693.025,4370.483,146.943
2010,Australia,286.53317,526.2551,519.3061,317.06427,405.131,64.246,124.551,22141583.0,993854029824.0,-1.963,-0.482,0.269,857.474,4495.034,137.338
2011,Australia,249.01212,544.51514,547.0603,330.81964,403.858,66.46,129.802,22479778.0,1024000327680.0,-1.273,-0.314,0.259,827.467,4624.836,188.392
2012,Australia,246.37003,582.85803,561.41907,332.8485,406.197,67.7,133.681,22852649.0,1062662897664.0,2.339,0.579,0.264,780.43,4758.517,189.187
2013,Australia,204.80865,605.76587,578.03705,350.00482,399.068,69.642,137.311,23236271.0,1086068031488.0,-7.129,-1.755,0.257,676.871,4895.829,140.812
2014,Australia,216.3719,652.74426,575.4282,375.6775,392.729,70.591,137.536,23595599.0,1113888129024.0,-6.339,-1.588,0.251,660.795,5033.365,149.044
2015,Australia,195.42085,742.9768,570.77856,389.9496,401.497,71.37,137.952,23947998.0,1139303383040.0,8.768,2.233,0.251,635.95,5171.317,149.469
2016,Australia,178.5461,940.797,572.20135,379.52664,410.388,73.804,137.699,24329961.0,1169967284224.0,8.891,2.215,0.255,654.491,5309.016,128.078
2017,Australia,161.66643,1102.9464,599.9491,372.84406,413.818,75.229,139.838,24731044.0,1197832929280.0,3.43,0.836,0.258,685.722,5448.854,149.094
2018,Australia,170.05481,1274.0186,610.59534,371.9078,415.591,78.346,144.034,25119700.0,1231576891392.0,1.773,0.429,0.256,662.327,5592.887,149.063
2019,Australia,223.93333,1461.0239,604.19867,440.5704,415.77,80.305,143.362,25482714.0,1255505526784.0,0.179,0.043,0.248,627.438,5736.25,134.878
2020,Australia,222.27069,1457.1638,522.1727,423.1734,399.184,83.221,135.404,25743787.0,1232259776512.0,-16.586,-3.989,0.252,608.284,5871.654,118.423
2021,Australia,214.22488,1479.2603,535.7199,395.7571,389.02,80.065,134.679,25956416.0,1296705126400.0,-10.164,-2.546,0.245,609.463,6006.333,123.757
2022,Australia,198.70668,1542.3914,569.00037,432.2686,384.362,80.412,133.807,26200987.0,1344251494400.0,-4.657,-1.197,0.231,605.939,6140.14,126.538
2023,Australia,181.57283,1507.1117,602.69604,386.2701,382.972,74.636,141.596,26451125.0,,-1.39,-0.362,0.229,580.988,6281.736,113.681
1985,Azerbaijan,153.8649,137.39355,97.18555,132.81377,51.216,23.758,26.413,6799822.0,57181876224.0,3.712,7.815,0.218,65.469,792.498,10.381
1986,Azerbaijan,151.7715,132.804,101.817375,147.56868,53.339,24.74,27.561,6891349.0,58704584704.0,2.122,4.144,0.211,67.928,820.058,10.655
1987,Azerbaijan,161.7733,122.0625,95.82691,145.74751,50.559,26.85,22.682,6977657.0,61831430144.0,-2.78,-5.211,0.206,65.353,842.741,10.938
1988,Azerbaijan,159.7962,116.2035,98.14325,143.92635,51.568,26.853,23.51,7081403.0,65070243840.0,1.009,1.996,0.21,66.265,866.25,11.111
1989,Azerbaijan,153.0508,108.3915,95.70122,151.21591,51.56,27.766,22.599,7167583.0,59803709440.0,-0.008,-0.016,0.206,66.159,888.849,11.243
1990,Azerbaijan,145.375,96.6735,100.39483,154.21864,51.318,27.841,22.466,7231085.0,53235601408.0,-0.241,-0.468,0.197,66.131,911.315,11.098
1991,Azerbaijan,136.92813,83.979004,96.80113,147.56868,50.047,26.636,22.515,7314314.0,53426622464.0,-1.271,-2.478,0.2,64.135,933.831,10.505
1992,Azerbaijan,130.206,77.1435,94.319466,114.76805,56.174,22.6,31.225,7405779.0,41795293184.0,6.127,12.243,0.262,69.278,965.055,9.516
1993,Azerbaijan,119.22262,66.402,94.05541,84.716255,48.406,17.283,30.818,7504118.0,32486438912.0,-7.768,-13.829,0.26,60.71,995.873,8.822
1994,Azerbaijan,111.21537,62.496,86.15903,79.24786,41.945,16.671,25.032,7608896.0,26372096000.0,-6.461,-13.348,0.245,54.002,1020.906,8.379
1995,Azerbaijan,106.550575,64.449,77.6772,78.33483,33.309,13.308,19.885,7719283.0,23188275200.0,-8.636,-20.588,0.207,45.553,1040.79,8.414
1996,Azerbaijan,105.837654,57.388905,69.77202,57.388905,31.242,11.737,19.37,7830982.0,24026380288.0,-2.067,-6.206,0.237,43.854,1060.16,8.359
1997,Azerbaijan,104.98402,54.654705,66.40268,54.654705,29.843,11.062,18.551,7936220.0,26436933632.0,-1.399,-4.479,0.237,42.664,1078.711,8.398
1998,Azerbaijan,133.15187,51.002594,69.87349,51.002594,31.785,10.599,20.948,8025808.0,28328460288.0,1.942,6.507,0.251,44.137,1099.66,8.579
1999,Azerbaijan,161.08713,54.654705,67.24548,54.654705,28.822,11.688,16.777,8100472.0,31898574848.0,-2.963,-9.323,0.228,42.208,1116.437,9.457
2000,Azerbaijan,163.62247,51.529903,74.69057,52.828648,29.765,11.421,17.965,8174783.0,34255706112.0,0.944,3.274,0.225,42.961,1134.401,9.54
2001,Azerbaijan,174.20576,50.514343,47.59412,75.776405,28.415,16.576,11.278,8251776.0,36862177280.0,-1.35,-4.535,0.223,41.762,1145.679,9.753
2002,Azerbaijan,178.33441,46.85247,43.6981,75.99123,28.57,16.622,11.287,8326141.0,40295215104.0,0.155,0.545,0.227,41.754,1156.966,9.544
2003,Azerbaijan,178.84615,46.705997,50.912304,77.924706,30.488,17.054,12.697,8400529.0,44994637824.0,1.917,6.711,0.224,43.736,1169.663,9.797
2004,Azerbaijan,179.78816,45.5049,54.5731,91.375175,32.253,18.622,12.731,8489875.0,50107478016.0,1.765,5.791,0.21,45.975,1182.394,9.933
2005,Azerbaijan,258.35114,55.973957,63.79851,94.38427,34.194,18.533,14.638,8597248.0,64019173376.0,1.941,6.017,0.205,49.081,1197.032,11.022
2006,Azerbaijan,375.2722,66.0446,57.11258,99.77681,34.522,20.465,12.977,8711380.0,87026409472.0,0.328,0.96,0.21,50.485,1210.008,11.958
2007,Azerbaijan,496.10675,105.77545,56.47857,87.84967,30.037,17.578,11.456,8828316.0,109944250368.0,-4.485,-12.992,0.199,50.614,1221.464,16.546
2008,Azerbaijan,518.3956,159.52592,44.338394,100.50773,33.037,20.738,10.607,8942637.0,123129995264.0,3.0,9.987,0.219,56.445,1232.072,19.057
2009,Azerbaijan,587.0347,159.39116,37.846764,85.81977,29.103,18.789,9.241,9046336.0,136020230144.0,-3.934,-11.908,0.224,51.072,1241.312,17.565
2010,Azerbaijan,591.9461,162.80891,37.243855,81.58022,27.549,17.968,8.695,9146852.0,144296574976.0,-1.554,-5.338,0.214,49.856,1250.007,17.953
